Original Part,description,Alternative Part,description.1
BZZ-01179,Washer M4  DIN-125A  A2-70,BFB-00063,Washer M4  DIN125A   A2-70     RVS FAB
HPJ-00007,#SMDethernettransformer H1100NL PUL,HZZ-00233,SMDtrafo TG75-1406NRL               HAL
UZZ-01080,#TC63i Wireless Module               CIN,UZZ-01438,#TC63i Wireless Module release 2     CIN
XE2-00005,SMDOsc  50MHz  15pF  50ppm  SMD   EUR,XA16-00006,SMDOsc  50MHz  15pF  50ppm  SMD   AKE
IN4-00028,#Ic 74HCT541N  DIP20    NEX,ITI-00951,IC CD74HCT541E  DIP-20    TI
IN4-00028,#Ic 74HCT541N  DIP20    NEX,ITI-00951,IC CD74HCT541E  DIP-20    TI
IPH-00231,#Ic 74HCT573N               NXP,ITI-00952,IC CD74HCT573E    DIP-20            TI
KVR-00035,SMD  10pF        5%  100V  C0G 1206 VIS,KVH-00376,SMD  10pF        5%  100V  C0G 1206 VIS
LE27-00001,Led Red L690nm,LE27-00002,Led Red L690nm  (gebruikt MOBA)
KVH-00376,SMD  10pF        5%  100V  C0G 1206 VIS,KAX-00421,SMD  10pF        5%  100V  C0G 1206 AVX
CMO-00141,SMDconn 36P 2r fem 90° 87368-3624 MOL,CW2-00005,SMDconn 36P 2r fem 6192-36-60-10-TR W+P
SL8-00003,Switch CK2676               LOR,SL8-00001,Switch CK1050               LOR
VSI-00134,#SMDvar B72580T0600S172 60V 10% 1812 EPC,VAX-00013,SMDvar VJ14MT0600KBA        1812     AVX
CBD-00001,Conn.      4p fem 09 3420 82 04      BIN,CAH-00098,Conn.      4p fem M8S-04PFFR-SF8001  AMP
IVM-00005,#SMDmultiplier 3trap -2000V VM1548   VMI,IT1-00003,SMDmultipl 3trap   152VM3          TEMEX
WWG-00055,SMD  27R      1% 0.125W 0805 200ppm WEL,WYA-00336,SMD  27R      1% 0.125W 0805 100ppm YAG
DM15-00003,#SMDdio SK34B               DO-214AA MIC,DMC-00005,#SMDdio SK34B              DO-214AA MCC
FBO-00030,#Coil   100uH 20% 10A 5520-RC     BOU,FVH-00027,Coil    100uH  10%  10A     R=1.312  VIS
WM8-00067,SMD 115K      1% 0.063W 0603 100ppm MUL,WYA-00341,SMD 115K      1%   0.1W 0603 100ppm YAG
WM8-00069,SMD 392K      1% 0.063W 0603 100ppm MUL,WYA-00342,SMD 392K      1%   0.1W 0603 100ppm YAG
WM8-00076,SMD 143K      1% 0.063W 0603 100ppm MUL,WYA-00343,SMD 143K      1%   0.1W 0603 100ppm YAG
KNC-00009,SMDelco  2200uF 10V  20%         KG5 NIP,KNC-00017,SMDelco 2200uF 20%  10V     KE0      UNI
VSI-00134,#SMDvar B72580T0600S172 60V 10% 1812 EPC,VAX-00013,SMDvar VJ14MT0600KBA        1812     AVX
RPA-00004,#RELAY 24V JQ1B-24V-F    PAN,RPA-00015,Relay     24V  10A  SPDT ALQ124      PAN
FPA-00033,#SMDcoil  39nH  5% 300mA     0603    PAN,FTV-00062,SMDcoil  39nH  5% 400mA     1608     TDK
VMU-00019,#SMDtrim 10k PVZ3A103C01R00  MUR,VTT-00001,SMDtrim   10K  20% 125mW             TTE
WP7-00155,#SMD   0R007   1%     2W 2512 100ppm YAG,WAP-00062,#SMD   0R007   1%     2W 2512  50ppm PAN
KMU-00045,#SMD 220nF  +80/-20%   50V  Y5V 0603 MUR,KMU-00271,SMD 220nF       10%   50V  X5R 0603 MUR
ID2-00002,SMDfet DMN4034SSD dual N-ch SO-8     DIO,IOZ-00144,#SMDfet NTMD6N04R2G          SO-8    ONS
KMU-00045,#SMD 220nF  +80/-20%   50V  Y5V 0603 MUR,KMU-00271,SMD 220nF       10%   50V  X5R 0603 MUR
KMU-00045,#SMD 220nF  +80/-20%   50V  Y5V 0603 MUR,KMU-00271,SMD 220nF       10%   50V  X5R 0603 MUR
IA6-00107,#SMD AT25DF161-SH SO8  ADE,IA34-00003,SMDic AT25DF321A-SH-B       SO-8     ADE
CHX-00031,#Conn 68p fem str 60010685102,CAP-00692,SubD      68p  2r  5749721-7  R=0.5e TYC
UZZ-00637,Glass bead Blue d=9 h=6 bd3.5mm,UZZ-01468,Glass bead Blue d=9 h=6 bd3.5mm
WOH-00001,SMDarray 8*10K 0.1% 0.1W SOM16  VIS,WVH-00896,SMDarray 8*10K 0.1% 0.1W     SO-16   VIS
ZBF-00001,#SMDfuse 0.50A 0ZCD0050FF2C  2920    BEL,ZBF-00002,SMDfuse 500mA  60V  PTC     2920     BEL
WWG-00039,SMD  86K6   0.1% 0.063W 0603  25ppm WEL,WVH-00897,SMD  86K6   0.1% 0.125W 0603  25ppm VIS
KNC-00009,SMDelco  2200uF 10V  20%         KG5 NIP,KC32-00004,SMDelco 2200uF 20%  10V     CaseH    COR
KNC-00017,SMDelco 2200uF 20%  10V     KE0      UNI,KC32-00004,SMDelco 2200uF 20%  10V     CaseH    COR
VSI-00133,SMDvar B72582V0350K062 35V 10% 1812  EPC,VTV-00003,SMDvar B72580E0350K062 35V 10% 1812  EPC
WM8-00012,#SMD 887R      1% 0.063W 0603 100ppm MUL,WVH-00902,SMD 887R      1%   0.1W 0603 100ppm VIS
DM8-00015,#SMDdio S4J 600V 4A          SMA     MUL,DTW-00023,SMDdio S4J 600V 4A          SMA      TAI
IAI-00004,#SMDIc EPM7032LC44-15 REPEAT V1.0 PLCC44,IAI-00058,#SMDIc EPM7032LC44-10 REPEAT V1.0 PLCC44
LO1-00039,SMDled blue LB T673-M2P1-35    OSR,LO1-00058,verwijderen
KVH-00162,Tant   6u8F   35V R=1e     VIS,KKT-00277,Tant     6u8F 20%  35V      R=1e     KEM
CAS-00037,Socket    20p AW1282  R=1e           MPE,CS23-00192,Header    20p  1r fem str   R=1e     SAM
IN4-00003,SMDic 74HCT573D       SO20W NEX (LSoft),IN4-00173,SMDic 74HC573D       SO20W NXP (LSoft)
KVH-00073,SMDelco 56uF 20% 16V L.ESR CASE E  VIS,KS29-00007,SMDtan 56uF 16V  case-E      PAN
DVH-00143,#SMDzen BZG05C5V6TR         DO-214AC VIS,DVH-00222,#SMDzen BZG05C5V6-E3     DO-214AC VIS
WM8-00023,#SMD 330R      1% 0.063W 0603 100ppm MUL,WYA-00033,SMD 330R      1%   0.1W 0603 100ppm YAG
LRX-00004,SMDled    Red 63mcd         0603     ROH,LRX-00010,SMDled    Red 620nm 112mcd  0603     ROH
LRX-00004,SMDled    Red 63mcd         0603     ROH,LRX-00010,SMDled    Red 620nm 112mcd  0603     ROH
CHC-00067,#SMDconn  40p 2r str DF13-40DP-1.25V HIR,CHC-00074,#SMDconn  40p  2r          R=1.25mm HRS
ZZZ-00024,#SMDfuse 1.25A 0ZCD0125FF2C  2920    BEL,ZBF-00003,SMDfuse   33V 1.25A         2920     BEL
ITO-00018,#SMDic ULN2003AFWG     SO16   TOS,ITI-00145,SMDic ULN2003AD       SO16  TI
XEP-00026,#SMDxtal 4.915200MHz  16pF   MA-406  EPS,XEP-00073,verwijderen
KPH-00010,#Cer   100pF  100V R=1e     VIS,KAX-00433,Cer     100pF 10% 100V      R=1e     AVX
ICJ-00017,#SMDIC CY7C1061AV33-10ZXC  TSOP54 CYP,ICJ-00046,SMDIC CY7C1061G30-10ZSXI TSOP54 CYP
ZM8-00005,#Fuse transp.cover MCHTC-150M     MUL,ZM8-00008,Fuse transp.cover HTC  MC000833     MUL
KVH-00162,Tant   6u8F   35V R=1e     VIS,KKT-00277,Tant     6u8F 20%  35V      R=1e     KEM
KVH-00162,Tant   6u8F   35V R=1e     VIS,KKT-00277,Tant     6u8F 20%  35V      R=1e     KEM
WYA-00135,SMD 309K      1%   0.1W 0603  50ppm YAG,WYA-00372,SMD 309K    0.5%   0.1W 0603  25PPM YAG
WVH-00314,MRS16    68R1   1%  0.4W     VIS,WVH-00978,SFR16    68R1   1%  0.5W  100ppm   VIS
WVH-00339,MRS16    75R   1%  0.4W     VIS,WVH-00979,SFR16    75R   1%  0.5W  100ppm   VIS
UZZ-01430,CPU-board Express-IBR-i7+DDR3 RAM (SAAB),UZZ-01492,#CPU-board Express-IBR-i7+DDR3 RAM(SAAB)
WYA-00147,SMD 402R      1%   0.1W 0603  50ppm YAG,WYA-00375,SMD 402R    0.5%   0.1W 0603  25ppm YAG
PZZ-02723,PCB PHO flex PS62 (Asic) 708781  (Tri),PZZ-02645,PCB PHO flex PS62 (Asic) LSM 708781 Schö
PZZ-02723,PCB PHO flex PS62 (Asic) 708781  (Tri),PZZ-02615,PCB PHO flex PS62 (Asic) 708781 Opti
PZZ-02724,PCB PHO flex PS82 (Asic) 709114 (Tri),PZZ-02646,PCB PHO flex PS82 (Asic) LSM 709114 Schö
PZZ-02724,PCB PHO flex PS82 (Asic) 709114 (Tri),PZZ-02616,PCB PHO flex PS82 (Asic) 709114 Opti
VSI-00133,SMDvar B72582V0350K062 35V 10% 1812  EPC,VTV-00003,SMDvar B72580E0350K062 35V 10% 1812  EPC
IAP-00054,#Ic sock  44P PLCC 822473-4 AMP,CFM-00164,Ic sock  44P PLCC 54020-44030LF   FCI
XR19-00005,#XTAL 3.6864MHz IQXO-350C IQD,XC33-00004,Xtal 3.68640MHz 50pF 50ppm  MXO45    CTS
WYA-00143,SMD 590K      1%   0.1W 0603  50ppm YAG,WYA-00379,SMD 590K    0.5%   0.1W 0603  50PPM YAG
TVH-00072,#SMDfet SI6993DQ-T1-E3 TSSOP-8 VIS (SAAB,TVH-00079,#SMDfet SI6973DQ-T1-GE3 TSSOP-8 VIS(SAAB
IPY-00002,Ic sock PLCC-084-PBT-T-R   PRO,CM8-00027,IC Socket MC-84PLCC         PLCC-84  MUL
LVQ-00002,SMD SIDELED  WU-2-1S-USIC-H  VSO,LKI-00089,SMDled Red 300mcd 90º KA-2810ASURSK  KIN
KKT-00282,SMD 100nF        1%   25V  C0G 1206 KEM,KMU-00301,SMD 100nF        1%   25V  C0G 1206 MUR
JZZ-01247,RF-Unit Housing Sub-Assy,JZZ-01367,RF-Unit Housing Sub-Assy (ASML)
JZZ-01161,RF-Unit CAN1,JZZ-01368,RF-Unit CAN1 (ASML)
JZZ-01162,RF-Unit CAN2,JZZ-01369,RF-Unit CAN2 (ASML)
JZZ-01164,RF-Unit BNC-CAN,JZZ-01371,RF-Unit BNC-CAN (ASML)
HZZ-00234,SMDtrans    124-3579A3,HZZ-00242,SMDtrans    124-3579A3 (Microspire)
HZZ-00241,SMDtrans  ET-72404  Nedap 7674252  Ely,HTV-00005,SMDtrans  B82801C565A100  TDK
KMU-00300,SMD  18nF        5%  100V  C0G 1206 MUR,KKT-00288,SMD  18nF        5%  100V  C0G 1206 KEM
FT11-00028,SMDInd  10uH 450mA 20%  TAI,FT11-00032,SMDInd  10uH 450mA 20%  TAI
DIR-00023,SMDdio 15MQ040NTRPBF        SMA      VIS,DVH-00219,SMDdio 15MQ040-M3 5AT       SMA      VIS
KVH-00405,SMD  15pF        5%   25V  HQ  0402 VIS,KVH-00441,SMD  15pF  5%   25V  HQ  0402 VIS  (NED)
WYA-00384,SMD 301R      1%   0.1W 0603  50ppm YAG,WPA-00169,SMD 301R    0.1%   0.1W 0603  25ppm PAN
WAP-00082,SMD   3K01  0.1%  0.25W 1206  15ppm  TE,WPA-00170,SMD   3K01  0.1%  0.25W 1206  15ppm PAN
VTV-00006,@SMDvar B72580V0250K062 25V 10% 1812 EPC,VTV-00007,SMDvar B72580E0250K062 25V 10% 1812  EPC
KM8-00039,SMD  22uF  +80/-20%   10V  Y5V 1210 MUL,KAX-00418,SMD  22uF  +80/-20%   10V  Y5V 1210 AVX
CF4-00001,#Conn       8P CONRJ45SESHIELD,CAW-00002,Conn RJ45 8P AMJ-188-00101-CAT6  ASS
WPA-00167,SMD   2M2     5%   0.5W 0805 200ppm PAN,WAP-00084,SMD   2M2     5%   0.5W 0805 100ppm  TE
DPH-00200,#Diode 1N4148               NEX,DFD-00078,Diode  1N4148 100V 200mA    DO-35    FAI
DPH-00200,#Diode 1N4148               NEX,DFD-00078,Diode  1N4148 100V 200mA    DO-35    FAI
DPH-00200,#Diode 1N4148               NEX,DFD-00078,Diode  1N4148 100V 200mA    DO-35    FAI
DPH-00200,#Diode 1N4148               NEX,DFD-00078,Diode  1N4148 100V 200mA    DO-35    FAI
FSI-00118,SMDcoil   1mH  5%           1812     EPC,FBO-00048,SMDcoil   1mH  5%           1812     BOU
KMU-00142,#Cer  Y2  4n7F  250V  R=3e  20%   MUR,KMU-00309,#Cer X1/Y2  4n7F  250V  R=3e  20%   MUR
OTO-00010,#Opto TLP504A-2             TOS,ISI-00007,Opto ILQ2                  VIS
WA10-00008,SMD 536K      1% 0.063W 0603 100ppm ASJ,WYA-00402,SMD 536K      1%   0.1W 0603 100ppm YAG
KSM-00014,SMD   2n2F      10%   50V  X7R 0402 SAM,KTV-00084,SMD   2n2F      10%   50V  X7R 0402 TDK
ITI-01081,SMD CC430F5137IRGZR prog2.1.1 VQFN-48 TI,ITI-01088,SMD  reprog. part  prog2.1.1 VQFN-48 TI
KVH-00206,SMD 220pF        1%  100V  C0G 0603 VIS,KVH-00443,SMD 220pF        2%   50V  C0G 0603 VIS
BZZ-01185,Wartel PG7  3901118,BJB-00009,Wartel PG7  50.007 PA7035  JAC
KM8-00034,SMD  15pF        5%  630V  C0G 1206 MUL,KMU-00310,SMD  15pF        5%  500V  C0G 1206 MUR
NZZ-00119,SMDIC CMOS 74HC4066 QUAD SWITCH SO14,IN4-00019,SMDIC 74HC4066D   SO14    NEX
NZZ-00120,SMDIC CMOS 74LV04 TSSOP14,IN4-00020,SMDic 74LV04PW              TSSOP-14 NEX
NZZ-00121,SMDIC CMOS 74HCT04PW TSSOP14,IPH-00372,SMDic 74HCT04PW    TSSOP14 NEX
NZZ-00124,SMDIC SA615DK SSOP20,IN4-00022,SMDIC SA615DK  SSOP-20  NXP
NZZ-00126,SMDIC LM393PW TSSOP8,ITI-00608,SMDIC LM393PW  TSSOP-8  TI
NZZ-00129,SMDIC LM386M-1NOPB SO8 AUDIO AMP,INS-00322,SMDic LM386M-1 SO-8 TI
NZZ-00132,SMDIC REG NCV4949ADR2G SO8,IOZ-00140,SMDIC NCV4949ADR2G   SO-8  ONS
IT7-00003,SMDic    AS3992-BQFP  QFN-64   AMS,ISG-00744,#SMDic  ST25RU3992-BQFT  QFN-64   STM
ICJ-00038,#SMDic CY7C65620-56LFXA QFN-56 CYP,ICJ-00051,#SMDic CY7C65620-56LTXA QFN-56 CYP
WM8-00020,#SMD   4K3     1% 0.063W 0603 100ppm MUL,WVH-00640,SMD   4K3     1%   0.1W 0603 100ppm VIS
WDL-00047,PTF56    50R0 0.1%  15ppm            VIS,WVH-01093,PTF56    50R0 0.1%  10ppm            VIS
DLF-00011,SMDdio SMDJ85CA             SMD      LIT,DBO-00007,SMDdio SMLJ85CA          DO-214AB    BOU
DLF-00012,SMDDIO 5.0SMDJ170CA  DO-214AB  LIT,DLF-00016,SMDDIO SMDJ150CA  DO-214AB  LIT
WM8-00081,#SMD   3K3     1%   0.5W 1206 100ppm MUL,WVH-01096,SMD   3K3     1%  0.75W 1206 100ppm VIS
ICJ-00051,#SMDic CY7C65620-56LTXA QFN-56 CYP,ICJ-00052,SMDic CY7C65620-56LTXI   QFN-56 CYP
KVH-00194,SMD 330nF       10%  100V  X7R 2220 VIS,KKT-00319,SMD 330nF        5%  100V  C0G 2220 KEM
KSI-00284,#SMD 470pF        5%   50V  C0G 0603 EPC,KAX-00177,SMD 470pF        5%   50V  C0G 0603 AVX
KSI-00340,#SMD 470nF       10%   25V  X7R 0805 EPC,KKT-00184,SMD 470nF       10%   50V  X7R 0805 KEM
KVR-00028,SMD   1nF       10%  200V  X7R 1206 VIS,KVH-00171,SMD   1nF        5%  100V  C0G 1206 VIS
BZZ-00492,Nylon Lacing Cord 21H,HULP-00760,Nylon Lacing Cord LC-143 White 55-035-8
CAP-00434,verwijderen,CAP-00378,SMDconn    8p mle str R=1e           AMP
DM15-00006,SMDDIO  SMBJ40CA-TR   DO-214AA  MIC,DTW-00015,SMDDIO  SMBJ40CA   DO-214AA  TAI
DTW-00015,SMDDIO  SMBJ40CA   DO-214AA  TAI,DSG-00094,SMDdio SMBJ40CA             SMB      STM
FB5-00002,#SMDind   2u2H 20% BCL322522-2R2MLF BI,FB5-00004,SMDind   2u2H  5%              BI (SAAB)
FCQ-00024,SMDind 330nH 1008CS-331XJLC   COI,FCQ-00061,#SMDind  330nH  5%            COI (SAAB)
FTV-00014,SMDCoil 68uH SLF12575T-680M2R0-PF TDK,FTV-00015,SMDCoil 68uH SLF12565T-680M2R0-PF TDK
FTV-00014,SMDCoil 68uH SLF12575T-680M2R0-PF TDK,FTV-00047,SMDcoil  68uH SLF12575T-680M2R0-H    TDK
IA4-00001,SMDic A25L010O-F            SO-8     AMI,IA4-00002,SMDic A25L010AO-F           SO-8     AMI
IA6-00047,#SMDic AT24C16A-10TU-2.7    ATM,IOZ-00122,SMDic CAT24C16YI-G          TSSOP-8  ONS
ICJ-00021,#SMDic CY7C65640A-LFXC     QFN-56   CYP,ICJ-00031,#SMDic CY7C65640A-LTXC       QFN-56  CYP
IFD-00082,#SMDic MM74HC4052M   SO16 FAI,ITI-00795,SMDic CD74HC4052M   SO16 TI
IIK-00001,DC-DC-conv. 24IPN12-12UC  nPb IBEK,IT5-00010,DC/DC Conv TEN15-2412WI 12V TRA
IM15-00002,SMDdio SMCJ36CA             SMC      MIC,DFD-00034,SMDdio SMCJ36CA             SMC      FAI
IM28-00001,#SMDic ML6652EM            QFN-44   RFMD,IM28-00002,#SMDic ML6652CM            QFN-44   RFMD
IMH-00121,SMDIC 25LC040-I/ST  TSSOP8  MIC,IMH-00129,SMDic 25LC040AX-I/ST        TSSOP-8  MIC
IMU-00002,@SMDic NTE0505MEC DC/DC-CONV  MURPS,INW-00002,@SMDic NTE0505MC  DC/DC-CONV  MURPS
IPH-00033,#SMDic PCA82C251T/N3 SO-8 NXP,ITI-00768,SMDic SN65HVD251D   SO-8     TI
KAX-00201,SMDtan   22uF 20%  25V     CaseD     AVX,KE13-00006,#SMDtan   22uF 20%  20V      CaseD   KEM
KMU-00050,SMD  22uF       10%   16V  X5R 1210 MUR,KSP-00054,SMDtan   22uF 10%  16V     CaseB     SPR
KRU-00027,Elco 6800uF   50V R=4e  MXC   RUB,KRU-00048,Elco 6800uF   50V R=4e  MXC   RUB (SAAB)
KSI-00129,#SMD  10nF       10%   50V  X7R 0603 EPC,KPH-00464,SMD  10nF       10%   50V  X7R 0603 YAG
KSI-00130,#SMD   1nF       10%   50V  X7R 0603 EPC,KYA-00005,SMD   1nF       10%   50V  X7R 0603 YAG
KSM-00013,SMD   4u7F      10%    6V3 X7R 0603 SAM,KSM-00011,SMD   4u7F      10%    6V3 X5R 0603 SAM
KTH-00006,SMD  18pF        5%   50V  C0G 0805,KP7-00071,Verwijderen
LFD-00015,verwijderen,LE18-00011,#SMDled Green 17-21SYGC/S530-E3/TR8 0805
LFD-00020,SMDled Green QTLP630C-4     0805    EVE,LA29-00006,SMDled green 15mcd 170º     0805     AVA
TFD-00023,Verwijderen,TVH-00021,#SMDfet SI2308DS     SOT23 VIS
TVH-00021,#SMDfet SI2308DS     SOT23 VIS,TVH-00056,SMDfet SI2308BDS-T1-GE3     SOT-23   VIS
TVH-00023,#SMDfet SI2309DS         SOT23 VIS,TVH-00051,SMDfet SI2309CDS         SOT23 VIS
UHO-00001,#Sensor Humidity HIH-3610-001,UHO-00002,Sensor Humidity HIH4000-001
US58-00001,#Compact Flash Card SLCF2GM1UI-F 2Gb,US58-00003,Compact Flash Card SLCF2GM1BUI-F 2Gb
UZZ-01210,Touch screen 523334-01-02 (SAAB),UZZ-01286,Touch screen 150805A3 (SAAB)
UZZ-01216,SSD 32G SATA -45º/+90ºC              CAC,UZZ-01304,SSD 32G SATA -45º/+90ºC              CAC
WAP-00022,SMD 309K    0.1%   0.1W 0603  15ppm  TE,WS66-00019,SMD 309K    0.1%   0.1W 0603  25ppm SUS
WBO-00353,#SMDnetw.8*2K2 1206 CAY17-222JALF,WRX-00003,SMDnetw.8*2K2 1206 5% 0.031W  ROH
WP7-00030,SMD 294K    0.1%   0.1W 0603  25ppm YAG,WM8-00011,SMD 294K      1% 0.063W 0603 100ppm MUL
WP7-00043,verwijderen,WPH-00450,SMD 300R      1%   0.1W 0603 100ppm YAG
WVH-00019,SMD 620R      1% 0.125W 0805 100ppm VIS,WYA-00045,SMD 620R      1% 0.125W 0805 100ppm YAG
WVH-00077,Verwijderen,WPH-01512,SMD 150R      1%   0.1W 0603 100ppm YAG
WWG-00038,SMD  12K7   0.1% 0.063W 0603  25ppm WEL,WPH-01378,SMD  12K7     1%   0.1W 0603 100ppm YAG
WWG-00040,SMD 115K    0.1% 0.063W 0603  25ppm WEL,WK2-00012,SMD 115K    0.1%   0.1W 0603  25ppm KOA
WWG-00041,SMD  13K3   0.1% 0.063W 0603  25ppm WEL,WT9-00002,SMD  13K3 0.1% 0.063W 0603 TYC
WWG-00042,SMD  28K7   0.1% 0.063W 0603  25ppm WEL,WVH-00183,SMD  28K7   0.1%   0.1W 0603  25ppm VIS
WWG-00049,SMD 107K    0.1% 0.063W 0603  25ppm WEL,WVH-00185,SMD 107K      1%   0.1W 0603 100ppm VIS
WYA-00201,SMD  19K1     1%   0.1W 0603 100ppm YAG,WM8-00085,#SMD  19K1     1% 0.063W 0603 100ppm MUL
WYA-00203,SMD   0R02    1%  0.25W 0805 1200ppm YAG,WPA-00077,SMD   0R02    1%   0.5W 0805 200ppm PAN
ZWC-00017,SMDFuse 3A Fast SMQ419   WICKM,ZLF-00099,SMDfuse    3A Fast 125V     2410     LIT
CAP-00176,Shunt      2P    fem black AMP,CAP-00223,Jumper     2P    fem black AMP
CAP-00187,#Socket  32P     fem str   AMP,CP3-00011,Socket  1x32p fem str                PRE
KAX-00099,Cer     100nF 10% 100V R=1e X7R      AVX,KSI-00171,#Cer   100nF  100V R=1e 10% EPC
KVH-00052,Cer    4n7F  1Kv  R=2e     VIS,KVH-00039,Cer    4n7F  500V R=2e     VIS
LFD-00015,verwijderen,LE18-00011,#SMDled Green 17-21SYGC/S530-E3/TR8 0805
CC17-00002,Boxheader 14P    fem str   CVI,CAP-00121,Boxheader 14P    fem str HV100
CC17-00003,Boxheader    19P    fem str   CVI,CAP-00122,Header    19P    fem str HV100
CEU-00002,Jumper     2P fem red   EDJ1G2,CFI-00011,#Jumper     2P    fem red   FIS
CFI-00011,#Jumper     2P    fem red   FIS,CC17-00005,Jumper     2P  fem  R=1e  red        CVI
CSI-00006,Conn      64P    mle 90ø     AMP,CPN-00031,Boxheader 64P 2r mle 90ø   PAN
DPH-00104,#Zen diode BZT03C 33V 1W3 PHI,DVH-00041,Zen. diode BZT03C 33V      VIS
GAS-00003,Trans  PAD V525            ASS,GKU-00001,Trans  PAD KU-926            KUN
ICA-00007,#SMDic CAT24WC16-WTE13  SO8 CAT,ICA-00009,SMDic CAT24C16WI-GT3        SOIC-8   CAT
IHA-00012,#SMDic ICL7662CBD      SO14 HAR,IMX-00194,SMDic ICL7662CBD+      SO14 MAX
IPH-00263,#SMDic LM324AD        SO14 PHI,INS-00279,SMDic LM324AM        SO14   TI
IZM-00004,#SMDic U6264BS2K07LL TR SOP28,ICJ-00016,SMDic CY6264-70SN XC  SOIC  CYP
KAX-00094,Cer     100nF 10%  50V R=2e X7R      AVX,KSI-00211,#Cer    100nF 10%  50V R=2e X7R      EPC
KKT-00002,SMD   1nF       10%   50V  X7R 1206 KEM,KPH-00057,SMD   1nF        5%   50V  C0G 1206 YAG
KKT-00008,SMDtan   10uF 10% 16V    CaseC   KEM,KSI-00026,SMDtan   10uF 10% 16V  CaseC
KKT-00018,SMD  10nF       10%   50V  X7R 1206 KEM,KTV-00012,#SMD  10nF       10%   50V  X7R 1206 TDK
KPH-00128,SMD   1nF       10%   50V  X7R 1206 YAG,KKT-00002,SMD   1nF       10%   50V  X7R 1206 KEM
KPH-00148,#Elco     47uF 20%  63V R=3.5mm      PHI,KRD-00267,Elco   47uF   63V R=1e5    VIS
KPH-00250,MKT370    1uF 10%  63V R=2e          VIS,KSI-00039,MKT     1uF 10%  63V R=2e     EPC
KPH-00270,Elco     10uF 20%  63V R=2mm         PHI,KPH-00554,#Elco   10uF   63V R=2mm    VIS
KRD-00002,Elco   47uF   25V R=1e     ROE,KPH-00133,Elco   47uF   50V R=1e     VIS
KRD-00029,#MKT     1uF   63V R=2e 10% ROE,KWI-00051,#MKS2      1uF 10%  63V R=2e          WI
KSI-00043,#MKT      2u2F 10%  50V R=2e         SIE,KAX-00268,#MKT    2u2F   63V R=2e 10%   AVX
KSI-00133,#SMD   1uF       20%   50V  Z5U 2220 EPC,KVH-00008,SMD   1uF       10%   50V  X7R 2220 VIS
TMT-00033,#Trans 2N3019              MOT,TSG-00044,Trans  2N3019 NPN          TO-39     ST
TTI-00004,Trans  TIP-110              TI,TSG-00064,Trans  TIP-110              TO-220   SGS
TZZ-00030,#Mosfet VP0808L,TS53-00002,Mosfet VP0808L                  SUP
VBO-00004,Pot       10K  3296X-1-103LF         BOU,VS7-00006,Pot       10K  T93XA103K             VIS
VBO-00009,Pot      500E  3296X-1-501LF         BOU,VS7-00001,Pot      500E 10% T93XA              VIS
VBO-00011,Pot       50K  3296X-1-503LF         BOU,VS7-00005,Pot       50K 10% T93XA503K          VIS
VBO-00052,Pot        5K  3296X-1-502LF         BOU,VS7-00004,Pot        5K  T93XA502K             VIS
WBO-00014,SMD 249R      1%  0.25W 1206 100ppm BOU,WPH-01283,SMD 249R      1%  0.25W 1206 100ppm YAG
WBO-00037,SMD  10K      1%  0.25W 1206 100ppm BOU,WDL-14002,SMD  10K      5%  0.25W 1206 200ppm VIS
WBO-00070,SMD   1M      1%  0.25W 1206 100ppm BOU,WPH-01384,SMD   1M      1%  0.25W 1206 100ppm YAG
WDL-00010,SMD   2K      1% 0.125W 0805 100ppm VIS,WP7-00058,SMD   2K      1% 0.125W 0805 100ppm YAG
WDL-00043,SMD 220R      1% 0.125W 0805 100ppm VIS,WPH-01009,SMD 220R      1% 0.125W 0805 100ppm YAG
WPH-00649,MPR24  150R 0.1% 0.25W     PHI,WWG-00057,RC55   150R 0.1% 0.25W  25ppm    WEL
WPH-01339,SMD   1K    0.1%   0.1W 0603  25ppm VIS,WYA-00012,SMD   1K    0.1%   0.1W 0603  25ppm YAG
WYA-00022,SMD  68K      1%  0.25W 1206 100ppm YAG,WBO-00054,SMD  68K      1%  0.25W 1206 100ppm BOU
CPO-00555,Conn.  3P  fem   MC 1.5/ 3-STF-3.5   PHO,CPT-00074,Conn       3p AK1550/3F-3.5-SCHWARZ PTR
CPO-00556,Conn.  3P  mle   MC 1.5/ 3-GF-3.5   PHO,CPT-00072,Conn     3p STL1550/3F-3.5-H SCHWARZ PTR
CPO-00557,Conn.  2P  fem   MC 1.5/ 2-STF-3.5   PHO,CPT-00073,Conn       2p AK1550/2F-3.5-SCHWARZ PTR
CPO-00558,Conn.  2P mle   MC 1.5/ 2-GF-3.5   PHO,CPT-00071,Conn    2p STL1550/2F-3.5-H SCHWARZ PTR
CPT-00064,Conn     5p STL1550/5G-3.5-H-GREEN  PTR,CS56-00009,Conn       5p fem 90º R=1.5e         SAU
CPT-00065,Conn       5p AK1550/5-3.5           PTR,CS56-00011,Conn       5p mle str R=1.5e         SAU
FE13-00013,SMDcoil 100uH B82789C0104N002 1812 SIE,FE13-00020,SMDcoil 100uH B82789C0104N001 1812 SIE
IPH-00370,SMDic 74HCT00PW    TSSOP14 NEX,ITI-00810,SMDIC SN74HCT00PWR   TSSOP14    TI
IPH-01109,SMDic 74HC1G00GW SOT-353 NEX,IOZ-00106,SMDic 74HC1G00DFT2G SOT-353 PHI
